"Probe"	"Gene_body_meth"	"Promoter_meth"
"Cdc37l1"	78.78222	0.4093353
"Cdc40"	90.614876	0.75994253
"Cdc42"	47.525314	0.56947154
"Cdc42bpa"	84.06545	0.4713581
"Cdc42bpb"	86.59932	13.319186
"Cdc42bpg"	80.18724	0.9173977
"Cdc42ep1"	0.9542077	0.58701813
"Cdc42ep2"	97.96407	53.392067
"Cdc42ep3"	38.27785	1.5985069
"Cdc42ep4"	75.61511	0.7199547
"Cdc42ep5"	2.522444	2.1684587
"Cdc42se1"	36.641327	1.0856544
"Cdc42se2"	79.55393	1.026508
"Cdc45"	87.566925	5.6638956
"Cdc5l"	70.44108	7.963472
"Cdc6"	82.93765	5.901429
"Cdc7"	63.88805	3.110243
"Cdc73"	83.592964	92.5926
"Cdca2"	84.94033	2.6221979
"Cdca3"	50.68389	21.182518
"Cdca4"	59.259583	3.9280305
"Cdca5"	56.67117	16.042751
"Cdca7"	56.597286	0.23651145
"Cdca7l"	79.58604	6.3951793
"Cdca8"	70.2571	89.188705
"Cdcp1"	15.796006	1.376145
"Cdcp2"	2.8224936	3.5109801
"Cdh1"	68.28662	2.2552161
"Cdh10"	4.1264734	0.2857143
"Cdh11"	3.8806791	1.1973674
"Cdh12"	12.5308075	0.8196721
"Cdh13"	33.79188	0.73877066
"Cdh15"	93.41081	95.37673
"Cdh16"	2.581282	2.059508
"Cdh17"	96.507355	97.71242
"Cdh18"	36.86207	0
"Cdh19"	47.406837	1.1904763
"Cdh2"	45.68034	0.45031056
"Cdh20"	21.3372	0.48253676
"Cdh22"	2.1849766	1.1186942
"Cdh23"	82.29335	3.7622828
"Cdh24"	77.72391	27.490253
"Cdh26"	4.419948	5.0058074
"Cdh3"	83.104324	1.0299089
"Cdh4"	71.49301	1.4582903
"Cdh5"	3.2027862	5.763889
"Cdh6"	10.954064	0.33816424
"Cdh7"	15.708921	1.7040012
"Cdh8"	45.212093	0.5630428
"Cdh9"	25.784437	2.5613277
"Cdhr1"	4.5967073	1.3033208
"Cdhr2"	2.2021878	2.1568627
"Cdhr3"	2.4165447	1.4166667
"Cdhr4"	7.678907	3.4958181
"Cdhr5"	2.399781	3.3570805
"Cdipt"	57.98551	5.3564014
"Cdk1"	56.12651	0.8680555
"Cdk10"	67.275314	9.228803
"Cdk11b"	72.83165	6.9531174
"Cdk12"	77.34613	1.3187581
"Cdk13"	56.953426	0.9842193
"Cdk14"	77.54865	4.9074078
"Cdk15"	72.58302	1.1574074
"Cdk16"	52.367188	3.4438694
"Cdk17"	79.93399	0.5717999
"Cdk18"	6.460073	0.16666667
"Cdk19"	87.65217	0.5322486
"Cdk2"	57.149467	0.7009346
"Cdk20"	33.35126	11.212358
"Cdk2ap1"	29.469137	25.234901
"Cdk2ap2"	6.9046907	0.3198039
"Cdk3-ps"	10.239707	0.40521497
"Cdk4"	71.31969	0.9505079
"Cdk5"	71.765305	0.23114356
"Cdk5r1"	82.09083	23.352343
"Cdk5r2"	0.8340585	1.3253266
"Cdk5rap1"	69.3789	1.1742425
"Cdk5rap2"	87.413605	0.40064102
"Cdk5rap3"	79.9455	8.018207
"Cdk6"	32.20665	0.76538914
"Cdk7"	85.271385	9.469186
"Cdk8"	81.245285	1.8086382
"Cdk9"	49.863262	1.35811
"Cdkal1"	77.47148	2.373942
"Cdkl1"	79.08031	71.80002
"Cdkl2"	73.83565	11.482573
"Cdkl3"	29.728544	0.771645
"Cdkl4"	92.74184	76.884964
"Cdkl5"	64.32447	0.30446488
"Cdkn1a"	1.849379	1.904762
"Cdkn1b"	39.30814	0.39109385
"Cdkn1c"	13.298073	0.96408534
"Cdkn2a"	4.4927096	0.80240464
"Cdkn2aip"	42.84559	0.36167908
"Cdkn2aipnl"	62.345455	1.4225011
"Cdkn2b"	38.277622	1.1330138
"Cdkn2c"	6.820801	1.7304422
"Cdkn3"	62.42936	0.23145173
"Cdnf"	3.4842823	13.518601
"Cdo1"	68.996956	10.136657
"Cdon"	80.39383	17.472612
"Cdr1"	28.153893	29.0277
"Cdr2"	40.56255	0.9653708
"Cdr2l"	8.81587	1.0959383
"Cdrt4"	19.186138	82.23874
"Cds1"	81.59456	1.8061888
"Cds2"	56.035183	0.6777463
"Cdsn"	2.1395562	1.7561984
"Cdt1"	64.67941	1.2688965
"Cdv3"	18.99296	1.003642
"Cdx1"	1.8164495	1.2372724
"Cdx2"	0.8972664	0.63131315
"Cdx4"	3.2677035	0.70387137
"Cdyl"	57.477264	5.227273
"Cdyl2"	68.82044	0.95878136
"Ceacam1"	98.205315	97.916664
"Ceacam10"	65.025566	2.1130953
"Ceacam11"	24.073893	19.90732
"Ceacam12"	96.86721	91.975105
"Ceacam13"	21.320127	43.976856
"Ceacam14"	70.28996	95.32658
"Ceacam15"	98.41434	95.72222
"Ceacam16"	1.8267971	1.4336919
"Ceacam18"	7.4922395	4.253003
"Ceacam19"	9.705237	8.912108
"Ceacam2"	61.14249	75.80533
"Ceacam20"	54.985287	12.471592
"Ceacam3"	4.3001714	-1
"Ceacam5"	89.9019	-1
"Ceacam9"	2.311726	0
"Cebpa"	0.85847807	0.73445004
"Cebpb"	0.65587765	1.1397915
"Cebpe"	1.6309137	0.5752795
"Cebpg"	48.365055	0.83401895
"Cebpz"	81.14503	7.1493745
"Cecr2"	69.51027	2.5332477
"Cecr5"	73.68508	2.21733
"Cel"	85.93074	69.71513
"Cela1"	59.675957	1.8024693
"Cela2a"	95.16589	89.82689
"Cela3b"	2.305347	0.20833334
"Celf1"	74.493484	0.91591597
"Celf2"	85.3775	98.309265
"Celf3"	36.79212	6.428571
"Celf4"	11.375728	1.2530612
"Celf5"	23.383	18.484535
"Celf6"	9.723285	0.7454891
"Celsr1"	79.80847	0.47814208
"Celsr2"	3.1673825	1.3226237
"Celsr3"	26.516989	0.63882387
"Cend1"	1.4708356	26.599026
"Cenpa"	58.415157	0.95452595
"Cenpb"	3.2790856	4.0357995
"Cenpc1"	85.67075	0.7719056
"Cenpe"	89.35287	0.625
"Cenpf"	79.91597	2.283388
"Cenph"	73.50708	3.2604775
"Cenpi"	92.18277	0.22988506
"Cenpj"	83.0183	3.1660695
"Cenpk"	57.043266	12.029221
"Cenpl"	57.992397	5.5010347
"Cenpm"	47.509342	0.6796157
"Cenpn"	70.49684	10.081299
"Cenpo"	74.755714	19.01119
"Cenpp"	90.4043	3.7769716
"Cenpq"	48.150036	31.888876
"Cenpt"	68.05307	0.71871835
"Cenpv"	49.68396	0.90110284
"Cenpw"	28.361053	0.9191176
"Cep110"	80.77386	1.0780808
"Cep120"	87.53019	0.88435376
"Cep135"	86.47925	1.1393597
"Cep152"	88.47256	0.6528791
"Cep164"	57.415386	0.56666666
"Cep170"	70.004196	0.98258513
"Cep192"	86.04612	5.9991417
"Cep250"	81.883995	0.5163336
"Cep290"	96.20607	5.4288864
"Cep350"	85.79823	0.36242172
"Cep55"	66.66999	0.47619054
"Cep57"	56.886234	1.7055937
"Cep57l1"	78.12332	1.4797839
"Cep63"	72.887314	20.331953
"Cep68"	56.649223	0.3618421
"Cep70"	83.286644	0.49399674
"Cep72"	77.31274	0.6944445
"Cep76"	73.04354	1.8340033
"Cep78"	76.941154	6.742302
"Cep97"	42.608585	0.8300395
"Cept1"	61.37986	7.0054946
"Cer1"	0.9796408	1.2276785
"Cercam"	20.756466	5.5087395
"Cerk"	3.4883425	1.0635198
"Cerkl"	2.9436512	1.1439666
"Ces1a"	9.258294	4.799107
"Ces1b"	4.747319	1.3468014
"Ces1c"	8.341099	2.6495728
"Ces1d"	32.708447	7.4283657
"Ces1e"	7.630574	-1
"Ces1f"	10.161807	2.6666667
"Ces1g"	14.585532	14.166667
"Ces1h"	5.4870167	6.1058874
"Ces2a"	1.0526747	0
"Ces2b"	5.8081584	2.996686
"Ces2c"	8.779092	4.4372296
"Ces2e"	12.092728	5.420981
"Ces2f"	4.429133	9.971656
"Ces2g"	4.748775	4.287006
"Ces2h"	10.629692	11.045236
"Ces3a"	5.0619903	4.093568
"Ces3b"	4.1001782	5.2936196
"Ces4a"	3.6318362	1.0701567
"Ces5a"	7.82452	-1
"Cetn1"	12.98521	16.965902
"Cetn2"	44.16364	8.844246
"Cetn3"	47.266182	17.286507
"Cetn4"	10.350948	18.168201
"Cfb"	96.25713	97.41186
"Cfc1"	57.050903	45.871014
"Cfd"	1.1094385	0.617284
"Cfdp1"	84.61063	0.40629095
"Cfh"	30.589886	85.6954
"Cfhr1"	4.207043	6.309524
"Cfhr2"	85.6374	98.71794
"Cfhr3"	14.37201	-1
"Cfi"	77.24475	5.0874634
"Cfl1"	22.813522	1.0770609
"Cfl2"	30.69231	3.3371055
"Cflar"	63.219246	0.7840029
"Cfp"	95.26755	100
"Cftr"	82.43206	27.733597
"Cga"	27.221514	3.0952382
"Cggbp1"	34.276203	1.1504585
"Cgn"	81.07636	1.28004
"Cgnl1"	89.493965	14.74581
"Cgref1"	1.6178503	0.7788162
"Cgrrf1"	38.57869	1.1782033
"Ch25h"	0.43539053	0.2212167
"Chac1"	45.994507	9.2117605
"Chac2"	67.00124	17.180641
"Chad"	98.0151	98.04122
"Chadl"	68.370384	93.75509
"Chaf1a"	76.19626	1.1476568
"Chaf1b"	68.73705	0.7972083
"Chat"	21.796265	2.9884098
"Chchd1"	20.8119	7.9092755
"Chchd10"	19.470896	2.6718013
"Chchd2"	39.418945	1.354607
"Chchd3"	84.01339	22.991741
"Chchd4"	38.423737	9.500813
"Chchd5"	62.134357	3.5426865
"Chchd6"	84.97299	1.0822511
"Chchd7"	62.87492	1.4725058
"Chchd8"	57.170223	4.4603176
"Chd1"	79.91479	2.6047633
"Chd1l"	85.61729	1.9894128
"Chd2"	84.82353	58.41858
"Chd3"	67.41797	42.14626
"Chd4"	91.5888	3.0767653
"Chd5"	46.983303	24.279251
"Chd6"	81.09567	1.139513
"Chd7"	83.0084	0.6899225
"Chd8"	96.79903	100
"Chd9"	69.90993	0.8784461
"Chdh"	86.67066	4.025585
"Chek1"	52.41327	19.898804
"Chek2"	90.72828	2.7266147
"Cherp"	72.33825	4.2251034
"Chfr"	82.55317	1.4090651
"Chga"	77.39267	1.3239949
"Chgb"	6.260655	0
"Chi3l1"	2.8923984	1.3360882
"Chi3l3"	40.97359	-1
"Chi3l7"	37.718136	9.342105
"Chia"	23.105955	2.7060442
"Chic1"	72.56031	1.3427676
"Chic2"	61.066902	3.5707726
"Chid1"	84.3968	0.6460872
"Chit1"	31.82045	11.026398
"Chka"	61.963524	0.2121394
"Chkb"	80.381386	12.524693
"Chl1"	6.8129544	1.1786054
"Chm"	83.98674	0.34843206
"Chml"	99.00676	95.45193
"Chmp1a"	78.39065	4.723483
"Chmp2a"	40.32927	26.642824
"Chmp2b"	73.34632	1.3607831
"Chmp3"	68.64016	2.502577
"Chmp4b"	62.79091	16.75984
"Chmp4c"	2.7876844	2.7971106
"Chmp5"	82.40851	15.020393
"Chmp6"	54.10747	2.0678725
"Chmp7"	71.68772	1.6518409
"Chn1"	79.30492	0.81930953
"Chn2"	86.48071	9.594173
"Chodl"	2.5807922	3.8157895
"Chordc1"	76.17085	3.0652184
"Chpf"	53.954357	1.2041631
"Chpf2"	3.2332342	0.9437132
"Chpt1"	52.72992	2.5557244
"Chrac1"	48.48104	7.7774277
"Chrd"	3.0597146	0.70385206
"Chrdl1"	25.869604	0.35714287
"Chrdl2"	4.1522937	2.400666
"Chrm1"	1.9294049	2.120021
"Chrm2"	23.224419	1.4529914
"Chrm3"	98.14363	94.289024
"Chrm4"	2.8492365	0.6506818
"Chrm5"	2.4649224	2.6570048
"Chrna1"	8.744402	0.8969156
"Chrna10"	2.6496654	10.732211
"Chrna2"	8.835966	3.5897439
"Chrna3"	4.0746965	2.2356522
"Chrna4"	16.09637	4.4247417
"Chrna5"	15.288497	1.476904
"Chrna6"	3.1399636	0.75396824
"Chrna7"	8.151231	1.6918566
"Chrna9"	21.305965	98.20318
"Chrnb1"	42.932465	1.6927084
"Chrnb2"	37.831886	3.3518946
"Chrnb3"	4.3462195	2.096376
"Chrnb4"	38.591682	0.4954955
"Chrnd"	87.62284	25.083336
"Chrne"	33.288	8.542501
"Chrng"	63.913364	21.714037
"Chst1"	1.7058599	0.8377253
"Chst10"	11.522564	0.95443356
"Chst11"	45.267998	0.96502453
"Chst12"	9.030149	0.8786848
"Chst13"	17.403772	1.2649813
"Chst14"	3.6795301	5.641026
"Chst15"	6.0430717	0.9130799
"Chst2"	1.0790591	0.68072957
"Chst3"	3.454698	1.3128953
"Chst4"	14.927579	1.6122159
"Chst5"	29.389742	61.367733
"Chst7"	31.571877	3.5796387
"Chst8"	2.3777688	1.0097752
"Chst9"	33.82379	0.7858808
"Chsy1"	70.81137	0.6345331
"Chsy3"	4.609048	1.0394266
"Chtf18"	81.1997	32.301746
"Chtf8"	41.90555	2.1396377
"Chuk"	78.41183	18.609804
"Churc1"	16.621103	0.29569894
"Ciao1"	56.566166	12.184605
"Ciapin1"	74.934616	1.3956947
"Cib1"	42.483173	3.5835457
"Cib2"	2.2340796	0.85210985
"Cib3"	23.87127	2.070707
"Cib4"	48.10801	22.514185
"Cic"	49.636898	0.4893544
"Cidea"	66.43705	12.010523
"Cideb"	93.16217	73.443985
"Cidec"	3.0719626	2.35107
"Ciita"	2.1677802	1.8703704
"Cilp"	18.677238	4.971001
"Cilp2"	6.2978783	0.9981881
"Cinp"	59.559307	6.1739135
"Cir1"	75.76918	21.764126
"Cirbp"	50.44135	0.8548513
"Cirh1a"	84.011475	1.7550734
"Cisd1"	63.527103	1.4075277
"Cisd2"	57.864708	59.10628
"Cisd3"	27.576473	16.310032
"Cish"	44.66815	4.557981
"Cit"	86.42659	1.9244621
"Cited1"	2.0755787	1.5302174
"Cited2"	15.662881	0.31308356
"Cited4"	2.1192722	1.5831556
"Ciz1"	18.990093	2.149123
"CK137956"	3.096533	1.562184
"Ckap2"	77.51325	1.2030076
"Ckap2l"	85.42503	7.6402483
"Ckap4"	1.8315963	0.9466005
"Ckap5"	85.0136	0.48737782
"Ckb"	1.5635203	2.607163
"Cklf"	78.0581	0.52241164
"Ckm"	2.1626353	2.4404762
"Ckmt1"	2.2429194	1.2896825
"Ckmt2"	3.426524	2.5953128
"Cks1b"	37.96369	0.8407738
"Cks2"	28.497545	0.8524904
"Clasp1"	74.940155	7.6293955
"Clasp2"	84.81855	5.5345607
"Clasrp"	83.777115	5.0222173
"Clca1"	36.684113	4.0639634
"Clca2"	94.71582	94.79167
"Clca3"	13.39129	7.8470626
"Clca4"	27.333754	0.5882353
"Clca5"	17.627094	0.7938076
"Clca6"	74.42697	15.045455
"Clcc1"	66.86863	0.43323138
"Clcf1"	2.5005252	3.8997118
"Clcn1"	97.30111	98.125
"Clcn2"	64.73075	8.686068
"Clcn3"	71.02564	6.461478
"Clcn4-2"	62.653923	2.215085
"Clcn5"	77.85374	1.5259322
"Clcn6"	84.53961	4.578956
"Clcn7"	78.91436	1.5940658
"Clcnka"	2.2356668	1.2447786
"Clcnkb"	2.4884892	1.1390126
"Cldn1"	2.6262968	1.0606061
"Cldn10"	8.414541	2.4074075
"Cldn11"	1.7753531	1.6547275
"Cldn12"	55.874985	2.8796654
"Cldn13"	3.8315003	1.6435187
"Cldn14"	22.16481	3.1664555
"Cldn15"	78.59826	92.65873
"Cldn16"	3.8680236	2.3603685
"Cldn17"	3.6038208	0.625
"Cldn18"	2.6828344	3.0732946
"Cldn19"	2.3292341	5.4271097
"Cldn2"	5.937664	3.2363977
"Cldn20"	98.3415	97.16049
"Cldn21"	0.64102566	3.2558138
"Cldn22"	4.6492605	0.9653917
"Cldn23"	1.0719353	0.74142796
"Cldn24"	0	1.2372575
"Cldn25"	65.2087	1.7374517
"Cldn26"	48.080093	3.5134313
"Cldn27"	95.44454	95.21538
"Cldn3"	0.8525159	1.4119214
"Cldn4"	0.6818823	1.7582417
"Cldn5"	12.57818	3.9834154
"Cldn6"	2.064938	1.3271104
"Cldn7"	3.8682253	3.397436
"Cldn8"	3.986383	1.25
"Cldn9"	5.0223722	8.076977
"Cldnd2"	1.5506716	1.0752689
"Clec10a"	7.741366	2.6983504
"Clec11a"	1.8352617	2.7752526
"Clec12a"	66.96887	2.0833335
"Clec12b"	14.01963	3.2517483
"Clec14a"	1.2117339	1.3021138
"Clec16a"	82.01138	0.20491804
"Clec18a"	3.9598315	3.3005192
"Clec1a"	7.8133492	0
"Clec1b"	7.4009013	1.880712
"Clec2d"	31.882477	32.757206
"Clec2e"	92.9412	-1
"Clec2g"	41.525787	5.4722223
"Clec2h"	65.077614	79.703705
"Clec2i"	2.200549	8.188406
"Clec2j"	56.110947	85.79753
"Clec2l"	49.03192	0.75212866
"Clec3a"	2.7352686	2.272894
"Clec3b"	85.10316	85.82373
"Clec4a1"	31.906582	39.777985
"Clec4a2"	13.180234	-1
"Clec4a3"	22.675924	4.043801
"Clec4a4"	22.604797	25.699108
"Clec4b1"	26.283253	-1
"Clec4b2"	12.023329	13.928425
"Clec4d"	7.260384	4.5952387
"Clec4e"	5.1507387	2.2108846
"Clec4f"	3.2821429	0.5555556
"Clec4g"	62.46231	97.70451
"Clec4n"	4.8712945	1.7171718
"Clec5a"	90.50913	95.07369
"Clec7a"	10.856952	2.2716346
"Clec9a"	12.698178	17.076569
"Clgn"	10.212197	0.23584905
"Clic1"	1.070189	0.16949153
"Clic3"	61.32479	20.186726
"Clic4"	83.87012	0.75757575
"Clic5"	3.7156057	0.74123985
"Clic6"	3.1893742	1.0831219
"Clint1"	79.246315	1.1648148
"Clip1"	76.09313	1.1769005
"Clip2"	88.212105	1.2329932
"Clip3"	51.131184	2.769078
"Clip4"	93.300964	1.5591398
"Clk1"	55.445942	32.346893
"Clk2"	69.47891	0.62134504
"Clk3"	44.730152	1.368396
"Clk4"	35.74812	21.116402
"Clmn"	6.2662654	1.3477892
"Cln3"	16.783905	2.463035
"Cln5"	7.673176	0.9587302
"Cln6"	65.08511	15.667795
"Cln8"	29.707825	11.163005
"Clnk"	3.6493275	5.704949
"Clns1a"	70.75639	2.755447
"Clock"	70.264	0.9383931
"Clp1"	60.93543	0
"Clpb"	77.755585	1.005291
"Clpp"	61.13541	1.5213605
"Clps"	65.74728	97.024826
"Clptm1"	76.651634	0.81236327
"Clptm1l"	71.001015	4.7525415
"Clpx"	79.55724	1.2973138
"Clrn1"	39.182583	97.10531
"Clrn2"	4.329918	2.1263943
"Clrn3"	2.4252279	7.1269846
"Clspn"	84.595566	4.70246
"Clstn1"	69.82954	0.99401516
"Clstn2"	6.2135887	1.2421086
"Clstn3"	4.701037	0.621538
"Clta"	60.737503	3.0723908
"Cltb"	75.13735	1.4174603
"Cltc"	75.64301	0.8974359
"Clu"	2.5259974	1.8085233
"Cluap1"	82.79906	99.375
"Clvs1"	87.6229	92.920586
"Clvs2"	81.20112	1.6129034
"Clybl"	69.75366	0.81023455
"Cma1"	50.6074	58.26636
"Cma2"	14.009476	30.161278
"Cmah"	47.75425	3.3932948
"Cmas"	75.628	1.1342964
"Cmbl"	11.396283	0.37037036
"Cmc1"	84.784935	1.9152216
"Cmklr1"	91.281624	94.53464
"Cml1"	59.43283	12.835738
"Cml2"	74.33597	22.36111
"Cml3"	80.84775	91.17007
"Cml5"	36.647022	6.9070687
"Cmpk1"	55.565395	1.6467345
"Cmpk2"	37.79561	1.5993266
"Cmtm1"	64.91577	90.71901
"Cmtm2a"	94.33527	91.828606
"Cmtm2b"	50.29592	78.400826
"Cmtm3"	10.78223	2.131783
"Cmtm4"	73.304565	1.5280519
"Cmtm5"	2.740854	0.9038663
"Cmtm6"	81.31284	1.7020427
"Cmtm7"	3.9666488	0.9483454
"Cmtm8"	40.38781	0.8008242
"Cmya5"	52.71399	19.034092
"CN725425"	59.42052	76.38889
"Cnbd1"	83.36271	97.56144
"Cnbp"	32.33476	0.67160153
"Cndp1"	21.296606	0.86206895
"Cndp2"	44.052483	0.74686724
"Cnfn"	3.2988667	3.9373384
"Cnga1"	57.65248	2.3137975
"Cnga2"	90.145004	18.373016
"Cnga3"	2.7387052	3.2588964
"Cnga4"	98.04921	74.34508
"Cngb1"	89.18756	-1
"Cngb3"	46.21173	7.5
"Cnih"	47.28228	0.30864197
"Cnih2"	95.11794	96.161316
"Cnih3"	3.5389585	0.46933883
"Cnih4"	68.866974	4.5239687
"Cnksr1"	2.5735717	1.7705905
"Cnksr2"	12.641773	2.206855
"Cnksr3"	81.48894	2.8445306
"Cnn1"	40.13647	66.96569
"Cnn2"	3.2255342	0.5842653
"Cnn3"	62.27835	0.93235725
"Cnnm1"	2.8394158	0.61865735
"Cnnm2"	74.35797	0.582675
"Cnnm3"	58.0398	5.302121
"Cnnm4"	86.9494	3.0274808
"Cno"	0.6187803	1.4469256
"Cnot1"	77.0232	1.3711027
"Cnot10"	87.0784	0.57977736
"Cnot2"	81.5951	0.8450994
"Cnot3"	59.70503	0.897679
"Cnot4"	85.176445	0.72266936
"Cnot6"	69.73144	1.5101103
"Cnot6l"	51.273514	4.8070316
"Cnot7"	62.57074	16.09601
"Cnot8"	75.00919	1.4335246
"Cnp"	69.357635	1.137255
"Cnpy1"	21.519827	2.558201
"Cnpy2"	58.867313	41.20641
"Cnpy3"	53.792778	0.86666673
"Cnpy4"	57.392952	10.975082
"Cnr1"	4.7689295	0.4549581
"Cnr2"	2.377843	4.3251863
"Cnrip1"	18.257658	3.9423077
"Cnst"	82.3307	6.434485
"Cntd1"	60.96138	1.2153974
"Cntf"	98.958336	100
"Cntfr"	2.2088013	2.680272
"Cntln"	85.72152	28.97694
"Cntn1"	79.3284	94.87175
"Cntn2"	80.73546	73.47016
"Cntn3"	55.64716	78.28449
"Cntn4"	44.458996	0.3794038
"Cntn5"	23.421701	2.1615314
"Cntn6"	40.388153	68.84259
"Cntnap1"	97.18198	96.853874
"Cntnap2"	62.924812	0.5777426
"Cntnap3"	31.672674	1.4293884
"Cntnap4"	12.488116	2.2577999
"Cntnap5a"	23.952587	0.74810606
"Cntnap5b"	20.990124	2.055167
"Cntnap5c"	38.2193	0.26936027
"Cntrob"	87.08841	5.213796
"Coasy"	68.61206	5.4996676
"Cobl"	84.46313	0.7550336
"Cobll1"	77.480705	2.5398328
"Cobra1"	61.13381	1.3930348
"Coch"	7.891848	0.35493827
"Cog1"	67.966125	4.735014
"Cog2"	88.127075	0.53247494
"Cog3"	85.81924	3.580412
"Cog4"	68.15711	29.012669
"Cog5"	90.00696	8.545495
"Cog6"	88.80955	0.9633453
"Cog7"	67.3999	5.9561834
"Cog8"	74.21675	21.77897
"Coil"	64.55222	70.321266
"Col10a1"	96.5817	94.44445
"Col11a1"	4.4020376	0.9171076
"Col11a2"	95.855545	96.97524
"Col12a1"	20.394524	1.5551565
"Col13a1"	90.8184	49.61505
"Col14a1"	7.393684	0.9122334
"Col15a1"	3.0247686	0.967813
"Col16a1"	85.08173	0.6084404
"Col17a1"	11.529016	0.43767506
"Col18a1"	18.77761	1.8691658
"Col19a1"	22.72985	0.42328045
"Col1a1"	12.686236	2.336264
"Col1a2"	2.845255	0.57234436
"Col20a1"	96.83853	98.38096
"Col22a1"	93.438255	95.51887
"Col23a1"	10.4468775	6.7924223
"Col24a1"	75.31019	73.3171
"Col25a1"	94.354324	0.35543406
"Col27a1"	7.679737	1.1837121
"Col28a1"	75.411964	70.14763
"Col2a1"	5.683204	0.96164024
"Col3a1"	4.1107545	7.894737
"Col4a1"	58.86001	0.60036683
"Col4a2"	25.827755	0.946567
"Col4a3"	27.503973	4.2957344
"Col4a3bp"	81.653336	1.4533308
"Col4a4"	12.393154	6.3231506
"Col4a5"	69.05283	1.6041878
"Col4a6"	28.373238	1.5707673
"Col5a1"	3.5891674	0.59314954
"Col5a2"	17.423313	5.476191
"Col5a3"	3.0909984	1.7543056
"Col6a1"	3.5910115	2.4543653
"Col6a2"	2.7243752	1.8650305
"Col6a3"	48.208984	19.857853
"Col6a4"	96.150566	5.9558825
"Col6a5"	93.83336	1.6369611
"Col6a6"	77.59049	1.7099568
"Col7a1"	32.18067	35.09548
"Col8a1"	3.0116515	1.6895285
"Col8a2"	3.9531329	1.7876568
"Col9a1"	4.3386464	0.87662333
"Col9a2"	33.95063	2.1201377
"Col9a3"	63.23599	8.397436
"Colec10"	8.234378	3.4285712
"Colec11"	43.963192	60.066082
"Colec12"	76.437805	0.21341872
"Colq"	8.317551	3.015873
"Commd1"	56.264202	1.425599
"Commd10"	73.521996	24.732141
"Commd2"	55.085403	4.2604804
"Commd3"	7.2542124	1.970937
"Commd4"	51.296036	1.3839129
"Commd5"	5.087463	7.3360806
"Commd6"	57.260914	3.5398448
"Commd7"	73.93533	2.9682229
"Commd8"	75.37709	1.8650794
"Commd9"	84.93514	2.2456088
"Comp"	66.73926	7.4392877
"Comt"	36.85526	2.849928
"Comtd1"	48.39608	1.5249388
"Copa"	82.62945	0.18214937
"Copb1"	66.40679	0.75301206
"Copb2"	79.818726	1.9693255
"Cope"	71.099075	12.911466
"Copg"	69.8488	1.1495098
"Copg2"	84.53408	0.67325425
"Cops2"	68.96491	0.7692308
"Cops3"	70.319595	8.116472
"Cops4"	78.410255	0.7615481
"Cops5"	68.044235	1.3843226
"Cops6"	45.59615	1.7136592
"Cops7a"	28.996346	2.1338778
"Cops7b"	71.20651	6.8161974
"Cops8"	61.387722	0.20711501
"Copz1"	70.65565	1.0253187
"Copz2"	31.043251	2.0464323
"Coq10a"	27.078415	0
"Coq10b"	55.416416	7.2697506
"Coq2"	62.275414	3.7644784
"Coq3"	79.571465	4.616638
"Coq4"	62.388885	35.91921
"Coq5"	65.725784	2.0342026
"Coq6"	46.972233	0.89810926
"Coq7"	33.48562	6.9920683
"Coq9"	53.81757	13.857121
"Corin"	39.96685	7.960427
"Coro1a"	25.885813	3.890104
"Coro1b"	74.87726	1.5719142
"Coro1c"	82.0134	0.5335366
"Coro2a"	19.647095	1.4326625
"Coro2b"	29.298885	2.3887627
"Coro6"	5.105725	0.69475526
"Coro7"	85.41689	11.614795
"Cort"	93.45158	94.51631
"Cotl1"	32.27872	0.8088235
"Cox10"	89.23519	7.7807975
"Cox11"	31.090818	8.330209
"Cox15"	86.61179	0.79545456
"Cox16"	78.444695	3.5259953
"Cox17"	68.048744	0.4661017
"Cox18"	72.72324	2.7008073
"Cox19"	78.65477	1.4238095
"Cox4i1"	61.525055	1.1477873
"Cox4i2"	87.79547	86.73107
"Cox4nb"	57.361053	13.122208
"Cox5a"	38.60494	2.01015
"Cox5b"	23.753872	0.8075745
"Cox6a1"	27.335976	0.89876497
"Cox6a2"	97.19944	95.85087
"Cox6b1"	62.21091	0.13550135
"Cox6b2"	26.128359	4.6560845
"Cox6c"	55.707447	1.2351024
"Cox7a1"	85.91974	81.48899
"Cox7a2"	41.913242	0.66760045
"Cox7a2l"	82.25568	33.036842
"Cox7b"	46.685738	11.543209
"Cox7b2"	9.471462	8.7013
"Cox7c"	8.582005	1.8919969
"Cox8a"	30.439785	1.9000795
"Cox8b"	95.989716	92.89058
"Cox8c"	0.7740687	0.3703704
"Cp"	37.851185	0
"Cpa1"	75.13493	0
"Cpa2"	60.89959	3.2051287
"Cpa3"	2.3477612	9.582011
"Cpa4"	2.5254438	15.123016
"Cpa5"	8.625069	4.8226953
"Cpa6"	79.12688	1.4646466
"Cpb1"	94.243866	100
"Cpb2"	24.321278	4.1895604
"Cpd"	69.80741	1.4431444
"Cpe"	11.876561	0.84392416
"Cpeb1"	62.9344	20.356707
"Cpeb2"	54.866093	0.49840084
"Cpeb3"	83.33177	1.2403446
"CPEB3_ribozyme"	39.35606	38.06921
"Cpeb4"	97.72705	12.183396
"Cplx1"	17.88999	1.2219085
"Cplx2"	5.479168	7.6752295
"Cplx3"	31.330078	7.497863
"Cplx4"	6.492652	10.536292
