"Probe"	"Gene_body_meth"	"Promoter_meth"
"Gm15537"	96.8089	97.386314
"Gm15540"	82.21579	83.04521
"Gm15541"	38.362152	3.2893107
"Gm15543"	94.9648	98.59676
"Gm15545"	74.29304	5.471969
"Gm15548"	87.38005	98.309074
"Gm15551"	7.837801	2.4119048
"Gm15552"	57.11672	53.968838
"Gm15555"	7.367996	10.421654
"Gm15556"	95.63254	95.8465
"Gm15557"	0.9256854	1.3947368
"Gm15558"	90.13882	97.29884
"Gm15559"	81.344666	0.90354097
"Gm15561"	66.086334	16.22857
"Gm15562"	1.2590799	0
"Gm15563"	76.42846	-1
"Gm15564"	45.193928	1.3103901
"Gm15567"	85.62259	4.492161
"Gm15569"	1.0366932	0.7737056
"Gm15577"	2.0574644	4.035088
"Gm15579"	3.4900286	19.959835
"Gm15581"	72.41455	85.93728
"Gm15582"	97.05154	95.049835
"Gm15584"	25.482021	38.333336
"Gm15585"	97.41102	98.375
"Gm15587"	19.4599	4.447463
"Gm15588"	92.71452	95.65844
"Gm15589"	99.38415	96.24486
"Gm15591"	95.67227	97.48274
"Gm15592"	96.423454	-1
"Gm15594"	84.105415	83.1571
"Gm15597"	83.18828	97.81565
"Gm15598"	96.71444	96.30506
"Gm156"	11.525631	5.185185
"Gm15600"	5.349096	1.5940657
"Gm15601"	96.1832	97.509865
"Gm15605"	51.63618	15.62681
"Gm15606"	9.579381	0.2777778
"Gm15608"	31.190435	2.0570545
"Gm15609"	2.06616	1.1307962
"Gm15611"	5.6848245	1.8703704
"Gm15612"	39.103317	0.64282733
"Gm15614"	29.661083	97.291664
"Gm15619"	38.44214	61.682835
"Gm15622"	92.21272	88.06891
"Gm15623"	80.338135	2.7781272
"Gm15624"	76.32286	99.7076
"Gm15627"	1.655983	1.6232153
"Gm15628"	1.1231647	0.74243087
"Gm15629"	0.93025845	8.905619
"Gm15631"	13.82468	0.64440995
"Gm15632"	34.634922	17.492874
"Gm15634"	60.83885	1.4298775
"Gm15635"	66.5738	95.86479
"Gm15637"	9.950529	86.22848
"Gm15638"	53.836693	1.1904762
"Gm15639"	0	6.3333335
"Gm1564"	12.65641	1.5570176
"Gm15640"	5.178253	4.389499
"Gm15641"	2.2140925	7.0225153
"Gm15642"	92.90123	94.44708
"Gm15643"	0	0.37990198
"Gm15645"	10.61272	0.7571429
"Gm15646"	6.6790867	1.7177325
"Gm15647"	1.4434525	9.5571785
"Gm15648"	98.541664	93.97727
"Gm15649"	2.3670025	4.09601
"Gm15650"	97.10843	98.3004
"Gm15651"	92.57551	93.21602
"Gm15655"	7.6429257	75.3125
"Gm15656"	1.8229167	4.623932
"Gm15657"	6.414779	3.4281895
"Gm15658"	3.7319715	0.8333334
"Gm15663"	17.395971	7.774625
"Gm15668"	83.73199	-1
"Gm15669"	1.4675524	-1
"Gm15671"	72.3228	-1
"Gm15672"	17.997488	14.181034
"Gm15674"	31.65552	11.236112
"Gm15675"	69.904396	-1
"Gm15676"	79.94877	0.6282414
"Gm15677"	0.93127537	1.8990501
"Gm15679"	13.687972	0
"Gm1568"	2.288993	1.3097264
"Gm15680"	18.675993	9.533148
"Gm15684"	9.49897	5.039027
"Gm15685"	42.40911	1.984127
"Gm15686"	3.5078962	3.0286806
"Gm15687"	94.83122	94.08337
"Gm15688"	2.2813048	1.7313364
"Gm15689"	95.93984	95.41667
"Gm15690"	0.872093	2.0224824
"Gm15691"	97.69841	97.22496
"Gm15698"	2.4126983	37.57038
"Gm15699"	11.952381	4.709778
"Gm15700"	98.259735	97.11851
"Gm15701"	1.7603835	5.0700617
"Gm15704"	53.80159	0.96465784
"Gm15705"	97.92694	98.57601
"Gm15706"	2.439037	1.743634
"Gm15708"	97.8047	97.058815
"Gm15713"	12.837886	18.690477
"Gm15716"	14.405587	23.015152
"Gm15717"	97.3545	98.798805
"Gm15718"	98.06287	98.728355
"Gm15721"	4.2300253	0.4971471
"Gm15722"	96.88328	97.1913
"Gm15723"	2.0928774	1.3436435
"Gm15726"	65.33834	77.20454
"Gm15728"	45.19176	22.57596
"Gm15729"	98.11452	97.942345
"Gm15731"	39.01254	64.72301
"Gm15734"	0.20576133	0.5888889
"Gm15735"	72.75308	96.97814
"Gm15736"	86.440765	22.453901
"Gm15737"	3.289406	9.374123
"Gm15738"	87.92118	99.416466
"Gm1574"	2.8729184	1.9379846
"Gm15742"	97.575714	98.62374
"Gm15743"	0.8333334	0.39792767
"Gm15747"	12.458745	97.08504
"Gm15749"	1.0894661	1.8008207
"Gm15751"	38.429893	2.615108
"Gm15755"	21.401226	2.7568552
"Gm15756"	98.57281	96.8737
"Gm15758"	85.83916	76.677025
"Gm15759"	13.317498	5.8767757
"Gm15762"	39.264748	25.904993
"Gm15764"	13.490287	4.337519
"Gm15767"	7.985139	4.1107674
"Gm15774"	96.73331	98.584724
"Gm15775"	97.98644	96.433304
"Gm15777"	7.8191485	51.703407
"Gm15787"	83.96877	2.6650784
"Gm15788"	60.337063	96.95869
"Gm15792"	93.31698	92.87037
"Gm15797"	96.77878	96.51221
"Gm15800"	86.927155	0.4854369
"Gm15809"	2.4417086	6.9633307
"Gm15810"	3.24614	5.204174
"Gm15813"	60.887848	71.99862
"Gm15816"	69.80571	0.62072957
"Gm15817"	81.96724	16.203123
"Gm15818"	8.217	91.111115
"Gm15819"	97.97411	93.79821
"Gm15821"	68.33088	67.276665
"Gm15825"	6.581769	1.6849104
"Gm15829"	0.7495296	48.033672
"Gm15830"	1.5975589	0.49603176
"Gm15831"	1.1359895	0.5620609
"Gm15832"	95.531006	95.10305
"Gm15834"	44.532547	8.023677
"Gm15835"	98.541664	88.44059
"Gm15839"	4.7497573	3.6622279
"Gm15841"	2.2260752	2.1759336
"Gm15845"	4.3032455	2.0833333
"Gm15848"	94.07838	35.594975
"Gm15849"	95.611824	97.95303
"Gm15850"	11.361319	1.2231241
"Gm15851"	12.060717	4.332406
"Gm15852"	1.4108187	0.66603017
"Gm15853"	4.985119	24.14261
"Gm15856"	59.01951	48.87227
"Gm15857"	13.050614	13.217446
"Gm15859"	96.333336	97.52976
"Gm15860"	30.600246	0.89117163
"Gm15862"	31.894165	9.938134
"Gm15863"	99.096565	96.90785
"Gm15864"	1.6248751	4.331797
"Gm15865"	7.8226104	24.485027
"Gm15866"	17.28324	5.3030305
"Gm15867"	0.5144122	0.9758812
"Gm15868"	96.84564	83.94274
"Gm15869"	23.118336	0.37343395
"Gm1587"	26.1697	1.4957267
"Gm15870"	7.040003	4.0517354
"Gm15871"	22.395561	55.980053
"Gm15872"	1.3820964	-1
"Gm15873"	0.6176987	2.0833333
"Gm15875"	93.38454	92.574234
"Gm15879"	91.37304	93.65175
"Gm15880"	96.39429	96.278305
"Gm15883"	66.59881	93.34448
"Gm15884"	35.04459	19.676435
"Gm15886"	46.92992	95.90278
"Gm15887"	2.0254629	3.196649
"Gm15889"	2.2640307	3.6496599
"Gm15890"	2.1993318	1.0957508
"Gm15891"	8.884332	2.4910092
"Gm15892"	89.176414	63.197598
"Gm15893"	73.44222	18.41193
"Gm15894"	94.61573	95.65964
"Gm15895"	13.978399	3.4758666
"Gm15898"	98.38859	97.677734
"Gm15902"	96.26845	98.888885
"Gm15903"	5.3168206	0.15698588
"Gm15904"	6.073955	2.3439744
"Gm15906"	0.19569473	0.5952381
"Gm15907"	98.21018	98.732155
"Gm15908"	2.4006321	0.31533685
"Gm15910"	88.5558	94.78086
"Gm15911"	98.0086	97.94789
"Gm15912"	0.22988507	1.7084059
"Gm15915"	93.7092	84.80701
"Gm15917"	1.438029	51.874012
"Gm15918"	1.1234599	4.1885347
"Gm15919"	3.1673417	0.41997805
"Gm15927"	76.95381	0.50837183
"Gm15929"	66.82289	58.019135
"Gm15932"	85.704475	14.423034
"Gm15934"	2.858771	1.1606361
"Gm15935"	1.2402052	1.992571
"Gm15938"	75.495926	1.031746
"Gm15939"	25.859297	2.1558442
"Gm15940"	6.7224703	6.002747
"Gm15941"	47.455936	1.9497864
"Gm15942"	37.282413	95.5291
"Gm15943"	2.8511472	0.34466285
"Gm15945"	5.5694737	5.5011454
"Gm15947"	1.4239241	6.294786
"Gm15948"	5.928018	9.010197
"Gm15949"	1.5873017	6.7600102
"Gm15952"	64.96549	1.09134
"Gm15954"	12.884615	5.144033
"Gm15956"	97.16029	99.75
"Gm15958"	30.631044	0.65061927
"Gm15961"	95.914734	98.270805
"Gm15962"	85.7884	1.6652353
"Gm15964"	57.994015	3.293709
"Gm15965"	97.43772	97.11711
"Gm15966"	86.14713	93.29613
"Gm15969"	29.5178	6.6280694
"Gm15972"	7.5644774	4.89087
"Gm15976"	77.89064	21.20437
"Gm15978"	97.69753	98.21984
"Gm15979"	70.28322	86.14664
"Gm15980"	7.7296796	11.787021
"Gm15983"	52.67914	62.903748
"Gm15984"	2.4853117	2.9298942
"Gm15985"	3.3395367	1.890332
"Gm15987"	24.130373	-1
"Gm15990"	13.016098	15.747485
"Gm15991"	65.12607	97.71739
"Gm15995"	75.74481	94.80632
"Gm15996"	97.45515	97.22981
"Gm15997"	8.883408	2.3333976
"Gm15998"	7.5450892	12.4685545
"Gm15999"	1.6276212	10.849228
"Gm16000"	2.6072166	-1
"Gm16001"	17.134014	11.514123
"Gm16004"	15.175152	1.5380454
"Gm16006"	1.5428677	4.87247
"Gm16008"	54.216362	10.837963
"Gm16010"	0.9503326	4.762014
"Gm16012"	2.477847	2.1434586
"Gm16013"	3.8804882	4.2597404
"Gm16014"	3.7815125	5.7870374
"Gm16015"	2.8948414	1.2916667
"Gm16019"	83.08946	85.520805
"Gm16022"	43.96104	97.02125
"Gm16023"	77.161804	11.21479
"Gm16025"	72.27913	32.705357
"Gm16028"	90.24167	86.75927
"Gm16029"	1.7776712	0.54852325
"Gm16031"	2.516829	1.3311077
"Gm16033"	3.4542677	1.1904763
"Gm16034"	5.5315056	2.1238554
"Gm16035"	96.161476	96.38468
"Gm16036"	89.654915	27.420357
"Gm16039"	62.862194	13.933502
"Gm16040"	7.282703	2.1140442
"Gm16041"	59.556557	8.120265
"Gm16043"	61.830353	79.278725
"Gm16045"	4.7319055	5.070051
"Gm16046"	82.336334	19.861113
"Gm16047"	1.2331206	4.833754
"Gm16048"	3.120121	2.0238097
"Gm16049"	19.35986	1.0158978
"Gm1604A"	50.014294	-1
"Gm1604b"	56.988014	41.44522
"Gm16051"	97.083496	17.255411
"Gm16052"	55.797943	2.776099
"Gm16054"	5.7096057	1.7399268
"Gm16055"	43.346226	24.87076
"Gm16058"	94.05797	94.06565
"Gm16059"	95.06937	96.85684
"Gm16062"	70.06739	15.913195
"Gm16063"	95.4467	94.60028
"Gm16064"	86.12122	1.1798942
"Gm16065"	80.50991	83.18206
"Gm16066"	44.599598	17.668734
"Gm16067"	9.271519	0.965751
"Gm16068"	69.37643	98.7013
"Gm16069"	97.68061	62.794315
"Gm16070"	26.188442	1.5306122
"Gm16075"	95.957146	97.479256
"Gm16076"	2.5886097	1.1096665
"Gm16078"	1.4571737	0.5434783
"Gm16079"	15.965942	0.48440066
"Gm16080"	91.244194	97.1247
"Gm16081"	34.976562	82.177734
"Gm16083"	31.832039	4.990296
"Gm16084"	4.263584	1.4859707
"Gm16085"	4.2403455	3.9980853
"Gm16086"	10.672232	3.5515873
"Gm16087"	3.098506	3.9951022
"Gm16090"	13.13032	4.3530545
"Gm16091"	66.17846	2.4002573
"Gm16092"	57.853165	11.210845
"Gm16093"	95.48947	65.79349
"Gm16095"	7.251148	6.682607
"Gm16096"	21.04315	0.57823133
"Gm16098"	0	5.628996
"Gm16099"	1.9617052	14.577023
"Gm16104"	97.255684	90.07135
"Gm16105"	95.10185	95.74603
"Gm16108"	76.99544	97.51163
"Gm16110"	92.80303	55.409576
"Gm16116"	96.13659	96.7515
"Gm16117"	97.25065	95.568184
"Gm16118"	93.54521	96.55844
"Gm16119"	24.093607	97.716446
"Gm16120"	90.011635	97.20557
"Gm16121"	63.743587	96.854355
"Gm16122"	97.20739	97.055984
"Gm16124"	37.448494	95.6868
"Gm16126"	2.7699707	14.08936
"Gm16127"	0.505618	1.7833402
"Gm16130"	2.7032735	1.25
"Gm16131"	3.2173781	2.36569
"Gm16132"	97.7408	92.85714
"Gm16133"	97.77835	98.333336
"Gm16135"	97.38889	86.05925
"Gm16136"	0.27520156	0.68816334
"Gm16137"	0.39893618	2.3387158
"Gm1614"	3.8711417	24.166992
"Gm16140"	1.3236018	1.6617594
"Gm16141"	1.4454814	1.5288681
"Gm16142"	8.330939	8.42812
"Gm16143"	4.8481717	4.344484
"Gm16144"	54.42579	0.6583507
"Gm16145"	49.839214	80.4521
"Gm16146"	98.97661	99.47369
"Gm16150"	56.477367	60.746338
"Gm16151"	96.71944	87.734215
"Gm16152"	40.02879	58.94811
"Gm16153"	97.169556	96.72454
"Gm16154"	93.87076	99.01786
"Gm16155"	25.760853	6.547336
"Gm16156"	12.431292	98.27743
"Gm16157"	29.387018	0.781893
"Gm16158"	87.27282	92.588875
"Gm16159"	96.90869	98.23337
"Gm16160"	0.85569847	0
"Gm16161"	82.835014	85.64221
"Gm16163"	50.61364	9.378683
"Gm16168"	86.62807	20.278055
"Gm16169"	63.962727	96.645966
"Gm16170"	1.6474543	0.8136588
"Gm16172"	97.43739	93.77754
"Gm16174"	1.3333334	0.42553192
"Gm16175"	1.758431	0.62626266
"Gm16176"	74.35327	89.701225
"Gm16178"	26.775537	8.982684
"Gm16180"	56.817993	84.32324
"Gm16181"	7.2642055	5.012026
"Gm16183"	1.3377181	1.9476373
"Gm16185"	93.30357	96.9999
"Gm16188"	2.1651683	2.1306474
"Gm16189"	96.35991	95.474815
"Gm16190"	38.389767	88.300285
"Gm16191"	29.559795	3.3967228
"Gm16192"	96.32415	98.61862
"Gm16193"	94.686676	95.63039
"Gm16194"	42.375282	7.1677
"Gm16195"	0.55944055	0.73450774
"Gm16196"	58.333336	18.454546
"Gm16197"	8.088739	1.8415192
"Gm16201"	8.863185	0.9776335
"Gm16206"	4.5341215	1.8296603
"Gm16208"	4.2963085	2.678034
"Gm16212"	94.75564	97.24537
"Gm16213"	2.7380953	3.0196886
"Gm16214"	97.54934	97.70012
"Gm16217"	97.9127	95.84024
"Gm16220"	90.6756	95.74797
"Gm16222"	95.361725	92.346634
"Gm16223"	89.516716	95.3351
"Gm16224"	3.460438	2.2783551
"Gm16225"	2.3813999	3.529333
"Gm16226"	96.954445	97.831635
"Gm16227"	99.4958	90.715805
"Gm16229"	12.57817	42.5769
"Gm16230"	23.123827	5.333515
"Gm16231"	0.7936508	1.065413
"Gm16233"	83.786316	77.871155
"Gm16234"	88.23592	-1
"Gm16235"	97.36055	48.92713
"Gm16237"	97.29514	97.71229
"Gm16239"	98.018845	98.88889
"Gm16240"	96.507416	99.12415
"Gm16241"	92.96816	70.67177
"Gm16243"	61.42478	84.44305
"Gm16244"	17.434412	92.63822
"Gm16246"	85.15881	93.2309
"Gm16248"	1.9917583	3.4868882
"Gm16249"	61.53774	0.72463775
"Gm16251"	18.17874	15.30453
"Gm16252"	77.70642	75.88866
"Gm16253"	88.377365	97.143486
"Gm16255"	96.31042	97.4087
"Gm16256"	0.76846313	2.591965
"Gm16257"	1.9143555	2.7265966
"Gm16258"	2.1577382	0.19379847
"Gm16262"	2.5694342	1.0826211
"Gm16263"	2.5471876	0.6953061
"Gm16266"	88.82022	67.005775
"Gm16267"	2.4305248	0.21321963
"Gm16268"	33.167423	98.3764
"Gm16271"	2.9612942	4.601371
"Gm16272"	55.57931	21.275005
"Gm16275"	9.875935	2.3643022
"Gm16277"	6.1685767	1.7687076
"Gm16278"	40.15903	33.67148
"Gm16279"	59.275932	18.892496
"Gm16280"	6.934095	7.3978434
"Gm16282"	10.907494	29.894482
"Gm16283"	1.5325671	1.1790525
"Gm16286"	56.259056	6.161331
"Gm16287"	44.370518	46.61439
"Gm16291"	2.30747	0.85863703
"Gm16292"	1.5755527	0.9732143
"Gm16294"	1.6788527	21.984127
"Gm16295"	1.5800867	27.473333
"Gm16299"	97.89996	95.74597
"Gm16301"	94.153915	96.05478
"Gm16302"	3.1629722	7.3197956
"Gm16306"	96.25423	34.04035
"Gm16308"	75.593864	100
"Gm16309"	97.40255	98.19328
"Gm1631"	96.33451	97.666664
"Gm16310"	98.56603	97.77243
"Gm16311"	6.29103	7.564485
"Gm16312"	5.4687505	53.725704
"Gm16314"	22.953976	9.937946
"Gm16315"	96.14065	96.85936
"Gm16316"	90.653595	98.888885
"Gm16317"	0	3.5227604
"Gm16320"	53.201637	1.7241379
"Gm16321"	99.49495	98.621284
"Gm16322"	5.019598	1.5303241
"Gm16323"	60.11759	98.24426
"Gm16325"	1.9365749	1.3852814
"Gm16333"	25.297895	40.749252
"Gm16334"	19.789383	3.2091682
"Gm16336"	96.61111	97.51058
"Gm16337"	95.13825	96.175804
"Gm16338"	94.8529	96.30385
"Gm16339"	0.61605513	1.6061981
"Gm16341"	91.253174	11.196971
"Gm16343"	34.372814	13.394967
"Gm16344"	7.784335	2.9829786
"Gm16346"	24.679585	16.478697
"Gm16347"	15.053855	18.890482
"Gm16348"	11.328706	0.8531747
"Gm16349"	85.208244	65.10684
"Gm16350"	32.543983	11.532775
"Gm16351"	97.59953	99.346405
"Gm16352"	97.7847	100
"Gm16364"	97.234	97.22743
"Gm16365"	25.010166	26.96942
"Gm16372"	83.00347	80.391594
"Gm16378"	75.038765	79.857185
"Gm16380"	4.874393	2.1796193
"Gm16382"	1.3020835	1.7241379
"Gm16386"	78.77427	0.66052234
"Gm16387"	62.636738	64.7289
"Gm16390"	27.404531	68.78133
"Gm16391"	4.4424486	6.729799
"Gm16401"	76.16099	80.53921
"Gm16415"	3.497024	6.615385
"Gm16416"	0	1.8932748
"Gm16427"	84.180664	-1
"Gm16430"	23.78124	-1
"Gm16432"	88.49038	26.938875
"Gm16440"	16.080832	-1
"Gm16462"	94.465866	96.274506
"Gm16477"	6.3492064	4.010417
"Gm16484"	6.960013	1.8699458
"Gm16485"	7.012987	1.7122283
"Gm16490"	0.625	0.64534235
"Gm16493"	3.8008249	11.972868
"Gm16496"	2.9214294	3.263889
"Gm16499"	0	18.434347
"Gm16503"	61.832718	-1
"Gm16506"	92.57911	99.20635
"Gm16508"	2.9528685	3.8616645
"Gm16513"	87.56835	-1
"Gm16515"	35.841263	1.007326
"Gm16516"	12.801683	3.6232436
"Gm16517"	56.15637	8.091615
"Gm16519"	86.517624	83.36999
"Gm16520"	55.19163	2.3365078
"Gm16529"	32.38734	0.6431415
"Gm16532"	68.49533	27.202005
"Gm16534"	35.615517	2.7179694
"Gm16535"	0.5869709	0.739186
"Gm16536"	97.47412	98.754196
"Gm16537"	97.257706	18.141146
"Gm16538"	30.425638	95.27685
"Gm16540"	99.44444	94.166664
"Gm16541"	75.38432	98.23718
"Gm16542"	32.83274	3.1632652
"Gm16548"	44.184643	0.5494506
"Gm16549"	69.393715	98.30982
"Gm16551"	24.925713	0.6256315
"Gm16552"	39.17637	99.67105
"Gm16553"	86.509125	2.7205882
"Gm16554"	1.0385005	0.7425295
"Gm16555"	2.4190788	4.703498
"Gm16556"	2.391014	2.3572001
"Gm16559"	3.549748	10.104167
"Gm16564"	62.049473	57.35581
"Gm16565"	2.3183525	1.0633916
"Gm16567"	2.5222118	5.13209
"Gm16568"	98.12109	93.257576
"Gm16572"	96.4018	-1
"Gm16573"	72.370636	96.397026
"Gm16575"	9.031781	10.954916
"Gm16576"	30.930809	1.0524573
"Gm16577"	100	95.833336
"Gm16578"	30.666336	9.758255
"Gm16579"	3.4870062	0.4983389
"Gm16582"	1.7860571	2.4190476
"Gm16583"	22.335503	5.0926943
"Gm16586"	94.66374	91.111115
"Gm16587"	9.808135	66.40908
"Gm16591"	14.727891	-1
"Gm16596"	1.4483473	1.8024693
"Gm16598"	5.742555	8.219462
"Gm16599"	87.22708	98.3029
"Gm166"	56.62069	31.823187
"Gm16600"	96.708405	98.419914
"Gm16601"	47.3006	54.676598
"Gm16603"	8.318216	2.962963
"Gm16606"	32.145103	6.9226117
"Gm16608"	2.5756533	3.735078
"Gm1661"	4.533928	1.1658692
"Gm16611"	2.8888888	8.780303
"Gm16612"	5.5029464	2.452153
"Gm16613"	94.95075	93.45752
"Gm16615"	5.9036174	1.3553525
"Gm16617"	2.1288514	0.4133598
"Gm16618"	20.521585	64.23077
"Gm16619"	1.9128082	1.6889484
"Gm16621"	14.346765	6.615882
"Gm16624"	96.99962	97.984726
"Gm16625"	64.37572	52.138893
"Gm16626"	95.392876	97.98851
"Gm16627"	11.074421	24.89693
"Gm16628"	2.6199439	0.9115214
"Gm16629"	64.79825	15.63492
"Gm16630"	32.716797	7.0853424
"Gm16631"	13.080432	3.1951265
"Gm16638"	69.088745	8.187124
"Gm16639"	4.177248	0.8493397
"Gm16641"	83.10318	11.94778
"Gm16652"	61.50761	18.928894
"Gm16661"	6.488794	1.4196916
"Gm16662"	20.37104	0.9971591
"Gm1667"	8.359281	2.5162017
"Gm16675"	3.6026514	0.49466622
"Gm16677"	2.511427	0.97202194
"Gm16682"	86.8912	2.5325506
"Gm16684"	2.2157702	2.1681097
"Gm16685"	57.15839	19.551767
"Gm16686"	1.7436974	1.4653468
"Gm16701"	5.366834	1.3663056
"Gm16702"	95.651375	81.56628
"Gm16703"	17.18711	0.9731553
"Gm16704"	1.1357064	0.8554126
"Gm16705"	11.705438	-1
"Gm16706"	96.21773	90.588234
"Gm16707"	75.279686	5.1199126
"Gm16712"	2.115281	35.661297
"Gm16714"	1.682294	1.6605269
"Gm16718"	25.113012	0.80920815
"Gm16719"	76.02211	0.68771416
"Gm16720"	4.2683926	1.0534214
"Gm16721"	0.625	3.3900228
"Gm16722"	11.0848875	1.4392724
"Gm16723"	3.2244587	22.980816
"Gm16724"	56.199078	7.2541413
"Gm16725"	90.8478	98.21429
"Gm16726"	97.79987	97.42676
"Gm16727"	2.6089664	1.7877493
"Gm16728"	64.67307	97.49351
"Gm1673"	13.377011	0.6979606
"Gm16731"	40.800556	1.2332752
"Gm16733"	5.2780733	1.0217668
"Gm16736"	47.043713	5.8717327
"Gm16737"	67.46603	3.4186654
"Gm16738"	13.308215	1.3910474
"Gm16739"	0.8	3.622558
"Gm16740"	40.566757	33.551586
"Gm16741"	56.297596	93.62176
"Gm16742"	14.670272	2.9411764
"Gm16743"	2.4585085	0.53648734
"Gm16744"	4.0585747	2.2010925
"Gm16745"	33.26605	2.8425658
"Gm16748"	1.0481403	1.1764706
"Gm16749"	22.969883	10.364909
"Gm16750"	96.13422	92.606766
"Gm16751"	27.134642	12.498318
"Gm16754"	57.121147	0.6986373
"Gm16755"	97.88143	89.3532
"Gm16758"	11.839778	0.552168
"Gm16759"	9.793071	2.6374953
"Gm16760"	12.160112	8.900031
"Gm16761"	69.0013	1.0713234
"Gm16762"	3.366462	0.96618366
"Gm16764"	1.045174	1.3338075
"Gm16765"	29.175219	0.4912479
"Gm16766"	1.3820256	1.3364877
"Gm16767"	57.59759	9.631393
"Gm16786"	3.1839924	0.6034483
"Gm16789"	99.35897	99.28572
"Gm1679"	2.4085968	1.1057693
"Gm16790"	20.374552	0.8082276
"Gm16793"	1.2808869	5.1457043
"Gm16794"	45.052547	78.19505
"Gm16795"	5.3067217	0.8666546
"Gm16796"	66.23374	0.5494506
"Gm16799"	5.615807	5.6893134
"Gm16801"	4.1979256	3.5569985
"Gm16825"	3.5380464	1.2440476
"Gm16827"	49.58517	0.8779762
"Gm16831"	0.39215687	7.775842
"Gm16832"	39.474316	0.3298611
"Gm16834"	3.2012863	1.4902999
"Gm16835"	2.8883054	1.1887996
"Gm16836"	22.400703	24.456173
"Gm16838"	3.5037723	1.0653236
"Gm16845"	52.54731	5.3564925
"Gm16847"	78.41676	4.0726047
"Gm16853"	62.908447	1.8345556
"Gm16854"	82.664856	95.4365
"Gm16861"	74.668594	67.34036
"Gm16862"	45.118702	2.6676214
"Gm16863"	15.677584	3.930297
"Gm16866"	13.663305	1.0296354
"Gm16867"	28.042912	2.262683
"Gm16869"	20.13475	23.791368
"Gm16871"	3.8292458	2.830303
"Gm16875"	26.064047	0
"Gm16876"	80.25638	31.349586
"Gm16880"	52.86514	4.7080283
"Gm16881"	62.824924	6.936006
"Gm16882"	1.1118443	0.8419422
"Gm16884"	57.146515	2.86132
"Gm16885"	44.21589	60.026714
"Gm16886"	39.273506	48.159725
"Gm16888"	13.8873625	29.501135
"Gm16889"	31.423119	9.861112
"Gm16890"	3.572955	0.7739937
"Gm16891"	0.71428573	1.4285715
"Gm16892"	81.18066	14.155359
"Gm16894"	34.230576	7.5919
"Gm16896"	81.46143	58.463837
"Gm16897"	11.6744995	2.9870129
"Gm16898"	43.602253	89.5259
"Gm16899"	89.783264	1.2663248
"Gm16907"	79.80921	95.56443
"Gm16908"	15.427734	1.4716611
"Gm16912"	1.6286448	0.8644636
"Gm16913"	2.7904766	5.3113556
"Gm16929"	60.90176	23.28283
"Gm16931"	8.5528755	3.9712918
"Gm16932"	5.8884296	-1
"Gm16933"	21.080143	54.752144
"Gm16934"	44.555832	91.367195
"Gm16936"	3.0912676	1.4043756
"Gm16938"	4.203168	1.984127
"Gm16949"	42.334778	-1
"Gm16950"	67.87758	57.550343
"Gm16952"	80.2584	97.63596
"Gm16953"	31.705538	94.61357
"Gm16954"	11.545697	23.763073
"Gm16956"	34.995613	5.3380857
"Gm16957"	95.66194	95.679016
"Gm16958"	0.9405933	1.2330198
"Gm16960"	10.663381	18.11296
"Gm16961"	3.0209033	0.856206
"Gm16962"	10.676202	95.93118
"Gm16969"	7.5549455	-1
"Gm16971"	19.27381	4.9019613
"Gm16972"	17.46497	1.0949912
"Gm16973"	96.89335	95
"Gm16976"	9.322575	2.9086847
"Gm16977"	2.2809021	0.98240995
"Gm16978"	93.08387	97.52747
"Gm16979"	0.5952381	0
"Gm1698"	60.95104	79.35411
"Gm16980"	4.3548465	-1
"Gm16982"	98.32122	97.59615
"Gm16983"	18.93875	3.8529713
"Gm16984"	51.034176	1.3557215
"Gm16986"	46.445454	15.434029
"Gm16988"	9.729878	37.086834
"Gm16989"	1.0258169	5.7894735
"Gm16990"	19.383265	54.03228
"Gm16994"	6.048116	1.0972284
"Gm16997"	1.1799682	0.4141026
"Gm16998"	2.3930314	1.1366413
"Gm17002"	1.2820513	4.271469
"Gm17004"	1.6806724	3.355655
"Gm17011"	3.5714285	16.704453
"Gm17015"	1.25	6.994048
"Gm17017"	62.08878	4.8921924
"Gm17018"	94.751	96.770485
"Gm17019"	66.23161	53.62508
"Gm17021"	48.200226	63.34843
"Gm17023"	97.70883	99.10714
"Gm17025"	89.15312	90.71429
"Gm17026"	100	-1
"Gm17027"	51.969696	67.7381
"Gm17028"	0.9393211	0.7488147
"Gm17029"	87.020645	96.5296
"Gm17032"	2.939394	1.6569201
"Gm17033"	5.3934994	1.2353795
"Gm17034"	0.8706468	0.6617647
"Gm17035"	2.479439	4.4289045
"Gm17036"	90.034294	97.73242
"Gm17039"	0.92592597	5.4265876
"Gm17040"	1.8294504	6.974507
"Gm17041"	95.45118	75.65388
"Gm17055"	10.698457	96.94139
"Gm17056"	14.18054	4.500672
"Gm17057"	74.8897	94.258965
"Gm17058"	31.773071	99.20635
"Gm17059"	97.35717	97.204994
"Gm17066"	98.19729	100
"Gm17067"	17.789827	3.1374009
"Gm17071"	5.0152	4.0745654
"Gm17077"	14.824479	84.42215
"Gm17079"	97.14082	-1
"Gm17080"	32.73047	29.6958
"Gm17084"	54.10433	92.2534
"Gm17088"	2.0967557	2.5764894
"Gm17089"	8.989521	9.637495
"Gm17090"	7.0663323	1.6474656
"Gm17092"	1.3318152	48.896374
"Gm17093"	72.0067	70.05135
"Gm17094"	12.653772	5.414022
"Gm17098"	0.36140087	8.843723
"Gm17099"	71.13133	49.914715
